signal	P(dit) 	P(dah)	P(spc)	P(chrspc)	P(wrdspc)	P(pause)
0.701524	0.000000	0.000002	0.580021	0.403806	0.000060	0.016111
0.140921	0.000003	0.000003	0.585816	0.406906	0.000058	0.007215
0.143595	0.000035	0.000028	0.572245	0.419259	0.000067	0.008366
0.143656	0.000081	0.000066	0.464228	0.525060	0.000084	0.010482
0.115987	0.549963	0.450037	0.000000	0.000000	0.000000	0.000000
0.642021	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.626265	0.537370	0.462629	0.000000	0.000000	0.000000	0.000000
0.605668	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.631650	0.097146	0.902854	0.000000	0.000000	0.000000	0.000000
0.689955	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.709779	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.743928	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.590409	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.712746	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.701689	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.638597	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.704471	0.000000	0.000004	0.580020	0.403805	0.000060	0.016111
0.165219	0.000001	0.000001	0.585818	0.406907	0.000058	0.007216
0.128627	0.000097	0.000079	0.572181	0.419212	0.000067	0.008365
0.172157	0.001561	0.001278	0.462977	0.523646	0.000084	0.010454
0.192953	0.006934	0.005682	0.108899	0.861139	0.000139	0.017208
0.171072	0.000830	0.000705	0.065109	0.914882	0.000153	0.018320
0.146502	0.000381	0.000354	0.037801	0.942358	0.000156	0.018951
0.123590	0.000523	0.000583	0.021767	0.957540	0.000160	0.019427
0.142956	0.001931	0.003786	0.012720	0.961499	0.000188	0.019876
0.193255	0.001826	0.007394	0.007307	0.962600	0.000167	0.020707
0.163534	0.002387	0.015079	0.004490	0.955375	0.000183	0.022486
0.143126	0.010230	0.055708	0.003154	0.903891	0.000226	0.026792
0.159044	0.500084	0.499916	0.000000	0.000000	0.000000	0.000000
0.610612	0.487241	0.512759	0.000000	0.000000	0.000000	0.0000003
0.641918	0.458284	0.541716	0.000000	0.000000	0.000000	0.000000
0.652014	0.336891	0.663109	0.000000	0.000000	0.000000	0.000000
0.641176	0.000282	0.003403	0.919762	0.061640	0.011930	0.002983
0.182662	0.000064	0.000064	0.962293	0.030257	0.005857	0.001464
0.163161	0.000870	0.000711	0.956437	0.033800	0.006544	0.001636
0.179080	0.005545	0.004542	0.934113	0.044922	0.008702	0.002175
0.181021	0.549981	0.450019	0.000000	0.000000	0.000000	0.000000
0.529920	0.537245	0.462755	0.000000	0.000000	0.000000	0.000000
0.639059	0.507993	0.492007	0.000000	0.000000	0.000000	0.000000
0.609249	0.460517	0.539483	0.000000	0.000000	0.000000	0.000000
0.692460	0.000463	0.004306	0.578314	0.333377	0.068621	0.014918
0.195234	0.000172	0.000230	0.598019	0.363005	0.031686	0.006888
0.185604	0.000183	0.000151	0.594053	0.360412	0.037129	0.008072
0.145500	0.005874	0.004808	0.481628	0.451091	0.046493	0.010107
0.191616	0.549607	0.449960	0.000052	0.000339	0.000035	0.000008
0.419787	0.549188	0.450812	0.000000	0.000000	0.000000	0.000000
0.595808	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.641738	0.429359	0.570642	0.000000	0.000000	0.000000	0.000000
0.648008	0.028623	0.266016	0.409875	0.236278	0.048635	0.010573
0.258723	0.001159	0.015435	0.597753	0.345797	0.032738	0.007117
0.172845	0.000254	0.000360	0.568283	0.387846	0.035533	0.007725
0.130670	0.007972	0.006559	0.510836	0.421718	0.043465	0.009449
0.180461	0.548882	0.449441	0.000200	0.001311	0.000135	0.000029
0.385847	0.549236	0.450764	0.000000	0.000000	0.000000	0.000000
0.633033	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.695927	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.622597	0.096974	0.901254	0.001030	0.000593	0.000122	0.000027
0.393704	0.000767	0.012668	0.574381	0.332427	0.065515	0.014242
0.113109	0.000584	0.001042	0.589946	0.357226	0.042059	0.009143
0.173784	0.027599	0.023719	0.565090	0.328639	0.045140	0.009813
0.232703	0.541641	0.446806	0.005987	0.004768	0.000655	0.000142
0.372258	0.534782	0.465218	0.000000	0.000000	0.000000	0.000000
0.634529	0.542445	0.457555	0.000000	0.000000	0.000000	0.000000
0.682744	0.469401	0.530599	0.000000	0.000000	0.000000	0.000000
0.700726	0.222945	0.777055	0.000000	0.000000	0.000000	0.000000
0.641888	0.138919	0.861081	0.000000	0.000000	0.000000	0.000000
0.605332	0.083339	0.916661	0.000000	0.000000	0.000000	0.000000
0.614980	0.048953	0.951046	0.000000	0.000000	0.000000	0.000000
0.584605	0.028596	0.971404	0.000000	0.000000	0.000000	0.000000
0.665120	0.016931	0.983069	0.000000	0.000000	0.000000	0.000000
0.711736	0.010542	0.989458	0.000000	0.000000	0.000000	0.000000
0.633923	0.007786	0.992214	0.000000	0.000000	0.000000	0.000000
0.613198	0.011590	0.987604	0.000468	0.000325	0.000000	0.000013
0.436437	0.000043	0.003732	0.577916	0.401445	0.000829	0.016035
0.188323	0.000003	0.000003	0.608098	0.381216	0.000531	0.010149
0.097772	0.000520	0.000425	0.542811	0.443818	0.000618	0.011807
0.169851	0.006210	0.005087	0.458940	0.515328	0.000719	0.013716
0.188851	0.012956	0.010661	0.241170	0.715153	0.001007	0.019053
0.163773	0.002486	0.002086	0.155055	0.817398	0.001155	0.021820
0.130677	0.004816	0.004243	0.093336	0.872970	0.001234	0.023401
0.158843	0.005591	0.006240	0.055160	0.907154	0.001319	0.024535
0.158741	0.007711	0.029964	0.033935	0.901876	0.001630	0.024884
0.194107	0.006120	0.062714	0.018039	0.886317	0.001341	0.025468
0.155499	0.014933	0.201422	0.009674	0.748982	0.001260	0.023729
0.168165	0.078033	0.806218	0.001383	0.109553	0.000260	0.004553
0.252086	0.497827	0.502173	0.000000	0.000000	0.000000	0.0000004
0.647710	0.487157	0.512843	0.000000	0.000000	0.000000	0.000000
0.730680	0.410163	0.589837	0.000000	0.000000	0.000000	0.000000
0.633567	0.336880	0.663087	0.000031	0.000002	0.000000	0.000000
0.446881	0.000328	0.003953	0.919213	0.061602	0.011923	0.002981
0.166588	0.000242	0.000246	0.961947	0.030247	0.005855	0.001464
0.173705	0.000464	0.000379	0.957145	0.033826	0.006549	0.001637
0.146833	0.230150	0.188363	0.548711	0.026387	0.005111	0.001278
0.271082	0.549419	0.450581	0.000000	0.000000	0.000000	0.000000
0.688527	0.537245	0.462755	0.000000	0.000000	0.000000	0.000000
0.725733	0.507993	0.492007	0.000000	0.000000	0.000000	0.000000
0.652323	0.460499	0.539461	0.000023	0.000013	0.000003	0.000001
0.452949	0.001032	0.009590	0.574914	0.331418	0.068217	0.014830
0.211284	0.000025	0.000044	0.598211	0.363114	0.031712	0.006894
0.143895	0.000462	0.000379	0.593752	0.360230	0.037111	0.008068
0.169094	0.021467	0.017578	0.467820	0.438158	0.045160	0.009818
0.224791	0.549846	0.450153	0.000000	0.000000	0.000000	0.000000
0.557186	0.549267	0.450733	0.000000	0.000000	0.000000	0.000000
0.610655	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.589306	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.582217	0.000094	0.000876	0.580522	0.334650	0.068883	0.014975
0.144092	0.000011	0.000010	0.598252	0.363151	0.031688	0.006889
0.103945	0.001410	0.001154	0.592728	0.359608	0.037047	0.008054
0.177425	0.005601	0.004591	0.481867	0.451312	0.046516	0.010112
0.173809	0.549968	0.450032	0.000000	0.000000	0.000000	0.000000
0.740191	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.588587	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.621614	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.691541	0.000010	0.000091	0.581027	0.334941	0.068943	0.014988
0.143155	0.000003	0.000002	0.598262	0.363159	0.031686	0.006888
0.117717	0.000533	0.000436	0.593675	0.360183	0.037106	0.008067
0.187067	0.001079	0.000884	0.485872	0.455065	0.046903	0.010196
0.163204	0.549968	0.450032	0.000000	0.000000	0.000000	0.000000
0.637876	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.634581	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.633309	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.652665	0.000029	0.000270	0.580912	0.334875	0.068930	0.014985
0.157229	0.000013	0.000011	0.598251	0.363152	0.031686	0.006888
0.144087	0.000060	0.000049	0.594186	0.360493	0.037138	0.008074
0.131344	0.000503	0.000412	0.486382	0.455544	0.046952	0.010207
0.139553	0.011449	0.009373	0.116966	0.766004	0.079027	0.017181
0.160113	0.006140	0.005216	0.070146	0.815818	0.084343	0.018336
0.180037	0.008584	0.008189	0.040761	0.836701	0.086877	0.018888
0.170977	0.018186	0.023805	0.023852	0.828447	0.086831	0.018879
0.178082	0.001879	0.085235	0.026712	0.783407	0.084413	0.018355
0.181139	0.001310	0.146634	0.006923	0.744508	0.082651	0.017974
0.142120	0.003935	0.367070	0.003367	0.545056	0.066178	0.014394
0.164463	0.005258	0.679041	0.002249	0.264373	0.040310	0.008769
0.161507	0.499591	0.500409	0.000000	0.000000	0.000000	0.000000
0.635916	0.506382	0.493618	0.000000	0.000000	0.000000	0.0000005
0.702178	0.458284	0.541716	0.000000	0.000000	0.000000	0.000000
0.720183	0.336891	0.663109	0.000000	0.000000	0.000000	0.000000
0.663944	0.076521	0.923479	0.000000	0.000000	0.000000	0.000000
0.681632	0.044523	0.955477	0.000000	0.000000	0.000000	0.000000
0.616410	0.025588	0.974411	0.000000	0.000000	0.000000	0.000000
0.669316	0.014648	0.985352	0.000000	0.000000	0.000000	0.000000
0.691488	0.008424	0.991576	0.000000	0.000000	0.000000	0.000000
0.665602	0.004931	0.995069	0.000000	0.000000	0.000000	0.000000
0.595415	0.003021	0.996979	0.000000	0.000000	0.000000	0.000000
0.626335	0.002103	0.997897	0.000000	0.000000	0.000000	0.000000
0.645183	0.000000	0.000087	0.934146	0.062749	0.000010	0.003009
0.187724	0.000014	0.000011	0.972906	0.025808	0.000011	0.001249
0.159088	0.000029	0.000024	0.967663	0.030781	0.000013	0.001490
0.124530	0.000900	0.000736	0.955113	0.041237	0.000017	0.001997
0.155898	0.549998	0.450002	0.000000	0.000000	0.000000	0.000000
0.632624	0.537237	0.462763	0.000000	0.000000	0.000000	0.000000
0.695459	0.508008	0.491992	0.000000	0.000000	0.000000	0.000000
0.649666	0.467993	0.532007	0.000000	0.000000	0.000000	0.000000
0.617301	0.000082	0.000796	0.580575	0.334680	0.068891	0.014976
0.183089	0.000006	0.000006	0.598905	0.363547	0.030833	0.006703
0.134833	0.000062	0.000051	0.595804	0.359661	0.036489	0.007933
0.137996	0.004183	0.003423	0.483586	0.452850	0.045965	0.009993
0.197596	0.549965	0.450035	0.000000	0.000000	0.000000	0.000000
0.679836	0.550017	0.449983	0.000000	0.000000	0.000000	0.000000
0.671001	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.651378	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.655657	0.000009	0.000079	0.581035	0.334946	0.068944	0.014988
0.149895	0.000114	0.000095	0.598140	0.363085	0.031679	0.006887
0.202364	0.000037	0.000031	0.594211	0.360508	0.037139	0.008074
0.133797	0.000352	0.000288	0.486516	0.455669	0.046965	0.010210
0.143117	0.549969	0.450031	0.000000	0.000000	0.000000	0.000000
0.622839	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.675250	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.654089	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.646780	0.000030	0.000280	0.580905	0.334871	0.068929	0.014985
0.165299	0.000184	0.000160	0.598059	0.363035	0.031676	0.006886
0.205971	0.000360	0.000295	0.593862	0.360296	0.037118	0.008069
0.179516	0.000311	0.000255	0.486552	0.455703	0.046968	0.010211
0.133180	0.549969	0.450031	0.000000	0.000000	0.000000	0.000000
0.573441	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.675641	0.537370	0.462629	0.000000	0.000000	0.000000	0.000000
0.647188	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.580519	0.001276	0.011857	0.573454	0.330576	0.068045	0.014792
0.215495	0.000004	0.000007	0.598243	0.363130	0.031720	0.006896
0.102592	0.001407	0.001152	0.592730	0.359610	0.037047	0.008054
0.195472	0.001887	0.001548	0.485157	0.454393	0.046834	0.010181
0.162784	0.008810	0.007218	0.117551	0.769743	0.079414	0.017265
0.142795	0.003950	0.003345	0.070413	0.819191	0.084690	0.018412
0.163983	0.004256	0.004010	0.041004	0.844045	0.087632	0.019053
0.154539	0.005493	0.006996	0.023942	0.854573	0.089530	0.019466
0.152057	0.000207	0.004565	0.017871	0.864736	0.092506	0.020115
0.094792	0.002328	0.015264	0.007862	0.858506	0.095313	0.020727
0.157634	0.005586	0.046201	0.004669	0.821995	0.099835	0.021714
0.157834	0.009498	0.111638	0.003218	0.738222	0.112869	0.024554
0.140478	0.500073	0.499927	0.000000	0.000000	0.000000	0.000000
0.643654	0.487241	0.512758	0.000000	0.000000	0.000000	0.0000006
0.675732	0.458284	0.541716	0.000000	0.000000	0.000000	0.000000
0.623626	0.336891	0.663109	0.000000	0.000000	0.000000	0.000000
0.662807	0.076522	0.923478	0.000000	0.000000	0.000000	0.000000
0.638414	0.044523	0.955477	0.000000	0.000000	0.000000	0.000000
0.653642	0.025589	0.974411	0.000000	0.000000	0.000000	0.000000
0.650296	0.014648	0.985352	0.000000	0.000000	0.000000	0.000000
0.662525	0.008424	0.991576	0.000000	0.000000	0.000000	0.000000
0.693143	0.004931	0.995069	0.000000	0.000000	0.000000	0.000000
0.686962	0.003021	0.996979	0.000000	0.000000	0.000000	0.000000
0.713730	0.002103	0.997897	0.000000	0.000000	0.000000	0.000000
0.705812	0.000019	0.004445	0.930056	0.062474	0.000010	0.002995
0.261528	0.000001	0.000001	0.972655	0.026070	0.000011	0.001262
0.121391	0.000133	0.000109	0.967480	0.030775	0.000013	0.001490
0.168110	0.000155	0.000127	0.956409	0.041293	0.000017	0.002000
0.122456	0.549998	0.450002	0.000000	0.000000	0.000000	0.000000
0.524827	0.537237	0.462763	0.000000	0.000000	0.000000	0.000000
0.707670	0.508007	0.491993	0.000000	0.000000	0.000000	0.000000
0.674992	0.467893	0.532107	0.000000	0.000000	0.000000	0.000000
0.627859	0.093053	0.906947	0.000000	0.000000	0.000000	0.000000
0.647395	0.054535	0.945465	0.000000	0.000000	0.000000	0.000000
0.690280	0.031482	0.968518	0.000000	0.000000	0.000000	0.000000
0.623864	0.018067	0.981933	0.000000	0.000000	0.000000	0.000000
0.622576	0.010403	0.989597	0.000000	0.000000	0.000000	0.000000
0.708097	0.006095	0.993905	0.000000	0.000000	0.000000	0.000000
0.666832	0.003742	0.996258	0.000000	0.000000	0.000000	0.000000
0.625253	0.002627	0.997373	0.000000	0.000000	0.000000	0.000000
0.666428	0.000037	0.003161	0.578167	0.402519	0.000056	0.016059
0.262387	0.000006	0.000006	0.587614	0.405537	0.000056	0.006780
0.151799	0.000079	0.000065	0.576103	0.415773	0.000063	0.007917
0.156508	0.000559	0.000457	0.464172	0.524735	0.000080	0.009996
0.158771	0.549909	0.450011	0.000008	0.000070	0.000000	0.000001
0.458648	0.551169	0.448831	0.000000	0.000000	0.000000	0.000000
0.664908	0.538677	0.461323	0.000000	0.000000	0.000000	0.000000
0.649052	0.429401	0.570599	0.000000	0.000000	0.000000	0.000000
0.591182	0.094447	0.890399	0.008806	0.005076	0.001045	0.000227
0.359815	0.025431	0.424418	0.319737	0.185725	0.036709	0.007980
0.203600	0.001441	0.031450	0.619151	0.297775	0.041222	0.008961
0.167694	0.003549	0.007046	0.589338	0.342750	0.047082	0.010235
0.183613	0.522386	0.475171	0.001172	0.001089	0.000150	0.000033
0.410990	0.517921	0.482079	0.000000	0.000000	0.000000	0.000000
0.597514	0.509481	0.490519	0.000000	0.000000	0.000000	0.000000
0.709575	0.469400	0.530599	0.000000	0.000000	0.000000	0.000000
0.656556	0.222788	0.776511	0.000407	0.000235	0.000048	0.000010
0.400762	0.002221	0.013766	0.571952	0.330629	0.066891	0.014541
0.138636	0.000326	0.000596	0.590355	0.357463	0.042106	0.009154
0.161059	0.000331	0.000277	0.595296	0.346206	0.047553	0.010338
0.120458	0.548747	0.449019	0.001071	0.000996	0.000137	0.000030
0.414002	0.537864	0.462136	0.000000	0.000000	0.000000	0.000000
0.686545	0.547872	0.452128	0.000000	0.000000	0.000000	0.000000
0.631990	0.431140	0.568860	0.000000	0.000000	0.000000	0.000000
0.628215	0.222922	0.776978	0.000058	0.000033	0.000007	0.000001
0.435043	0.021089	0.130716	0.493029	0.284982	0.057654	0.012530
0.189312	0.000305	0.002138	0.620685	0.322638	0.044549	0.009685
0.142264	0.006121	0.005660	0.588639	0.342335	0.047023	0.010222
0.198571	0.014740	0.012134	0.466652	0.433887	0.059625	0.012962
0.181979	0.038424	0.031664	0.240537	0.590494	0.081224	0.017658
0.167622	0.010873	0.009180	0.160856	0.701402	0.096672	0.021016
0.140689	0.014135	0.013030	0.097097	0.749460	0.103727	0.022552
0.150029	0.033116	0.040295	0.055772	0.744260	0.103954	0.022603
0.177565	0.005157	0.104310	0.050952	0.714816	0.102481	0.022284
0.166336	0.009515	0.309810	0.013945	0.564769	0.083748	0.018213
0.170823	0.008135	0.520167	0.006584	0.387964	0.063366	0.013783
0.145181	0.053401	0.936397	0.000176	0.007959	0.001698	0.000369
0.309343	0.484741	0.515259	0.000000	0.000000	0.000000	0.0000007
0.696742	0.510349	0.489651	0.000000	0.000000	0.000000	0.000000
0.650980	0.435474	0.564526	0.000000	0.000000	0.000000	0.000000
0.690514	0.355322	0.644678	0.000000	0.000000	0.000000	0.000000
0.700310	0.138190	0.861810	0.000000	0.000000	0.000000	0.000000
0.650900	0.081682	0.918318	0.000000	0.000000	0.000000	0.000000
0.626337	0.047286	0.952714	0.000000	0.000000	0.000000	0.000000
0.625243	0.027681	0.972319	0.000000	0.000000	0.000000	0.000000
0.647889	0.016093	0.983907	0.000000	0.000000	0.000000	0.000000
0.633216	0.009851	0.990149	0.000000	0.000000	0.000000	0.000000
0.675484	0.006444	0.993556	0.000000	0.000000	0.000000	0.000000
0.654823	0.004853	0.995146	0.000001	0.000000	0.000000	0.000000
0.522496	0.000001	0.000089	0.934098	0.062746	0.000030	0.003036
0.163439	0.000011	0.000009	0.968045	0.030434	0.000028	0.001473
0.143129	0.000231	0.000189	0.963837	0.034062	0.000032	0.001649
0.160589	0.440383	0.360363	0.189682	0.009121	0.000009	0.000442
0.322594	0.545763	0.454237	0.000000	0.000000	0.000000	0.000000
0.687363	0.525197	0.474803	0.000000	0.000000	0.000000	0.000000
0.644403	0.489413	0.510587	0.000000	0.000000	0.000000	0.000000
0.571662	0.342167	0.657833	0.000000	0.000000	0.000000	0.000000
0.711979	0.072737	0.927263	0.000000	0.000000	0.000000	0.000000
0.672892	0.048283	0.951717	0.000000	0.000000	0.000000	0.000000
0.678259	0.027625	0.972374	0.000000	0.000000	0.000000	0.000000
0.626826	0.015941	0.984059	0.000000	0.000000	0.000000	0.000000
0.650683	0.009502	0.990498	0.000000	0.000000	0.000000	0.000000
0.730053	0.005543	0.994457	0.000000	0.000000	0.000000	0.000000
0.613111	0.003476	0.996524	0.000000	0.000000	0.000000	0.000000
0.660894	0.002768	0.997164	0.000039	0.000027	0.000000	0.000001
0.462640	0.000000	0.000008	0.580018	0.403804	0.000060	0.016110
0.149872	0.000009	0.000007	0.585809	0.406901	0.000058	0.007215
0.147562	0.000241	0.000197	0.572030	0.419101	0.000067	0.008363
0.171603	0.019111	0.015643	0.448160	0.506886	0.000081	0.010119
0.234048	0.549928	0.450072	0.000000	0.000000	0.000000	0.000000
0.674513	0.549292	0.450708	0.000000	0.000000	0.000000	0.000000
0.616286	0.537371	0.462630	0.000000	0.000000	0.000000	0.000000
0.662189	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.636397	0.097146	0.902854	0.000000	0.000000	0.000000	0.000000
0.643168	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.710317	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.581111	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.614596	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.638515	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.591113	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.641101	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.554946	0.000001	0.000067	0.579983	0.403780	0.000060	0.016110
0.180245	0.000009	0.000007	0.585809	0.406901	0.000058	0.007216
0.140276	0.000210	0.000172	0.572063	0.419125	0.000067	0.008363
0.162358	0.001175	0.000962	0.463304	0.524015	0.000084	0.010461
0.161686	0.549963	0.450037	0.000000	0.000000	0.000000	0.000000
0.691080	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.687547	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.654000	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.655798	0.000009	0.000087	0.581029	0.334943	0.068944	0.014988
0.153507	0.000001	0.000001	0.598264	0.363160	0.031686	0.006888
0.114509	0.000063	0.000052	0.594183	0.360491	0.037137	0.008073
0.147813	0.000600	0.000491	0.486297	0.455464	0.046944	0.010205
0.157845	0.549968	0.450032	0.000000	0.000000	0.000000	0.000000
0.590088	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.650746	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.660772	0.429358	0.570641	0.000000	0.000000	0.000000	0.000000
0.667804	0.000011	0.000106	0.581017	0.334936	0.068942	0.014987
0.143954	0.000011	0.000010	0.598253	0.363153	0.031685	0.006888
0.145453	0.000038	0.000031	0.594210	0.360508	0.037139	0.008074
0.124026	0.000162	0.000133	0.486684	0.455827	0.046981	0.010214
0.112995	0.009042	0.007400	0.117486	0.769433	0.079381	0.017257
0.156620	0.001373	0.001167	0.070753	0.823112	0.085095	0.018500
0.137917	0.004808	0.004405	0.040873	0.843328	0.087552	0.019035
0.185726	0.003510	0.004506	0.023977	0.858513	0.089939	0.019555
0.143728	0.000637	0.008547	0.016324	0.862295	0.092159	0.020039
0.145985	0.001297	0.018372	0.007852	0.856684	0.095111	0.020683
0.145149	0.007733	0.085683	0.004467	0.785906	0.095451	0.020761
0.180151	0.005538	0.157136	0.003314	0.703147	0.107482	0.023382
0.130473	0.499994	0.500006	0.000000	0.000000	0.000000	0.000000
0.606696	0.487241	0.512759	0.000000	0.000000	0.000000	0.0000008
0.658406	0.458284	0.541716	0.000000	0.000000	0.000000	0.000000
0.618366	0.336891	0.663109	0.000000	0.000000	0.000000	0.000000
0.626352	0.076521	0.923478	0.000000	0.000000	0.000000	0.000000
0.642713	0.044523	0.955477	0.000000	0.000000	0.000000	0.000000
0.711858	0.025588	0.974412	0.000000	0.000000	0.000000	0.000000
0.646295	0.014648	0.985352	0.000000	0.000000	0.000000	0.000000
0.632964	0.008424	0.991576	0.000000	0.000000	0.000000	0.000000
0.611442	0.004931	0.995069	0.000000	0.000000	0.000000	0.000000
0.663584	0.003021	0.996979	0.000000	0.000000	0.000000	0.000000
0.559110	0.002103	0.997897	0.000000	0.000000	0.000000	0.000000
0.707308	0.000000	0.000046	0.934184	0.062751	0.000010	0.003009
0.166847	0.000001	0.000001	0.972931	0.025807	0.000011	0.001249
0.102263	0.000043	0.000035	0.967639	0.030780	0.000013	0.001490
0.123294	0.011612	0.009501	0.936479	0.040432	0.000017	0.001958
0.208984	0.549990	0.450010	0.000000	0.000000	0.000000	0.000000
0.659024	0.537237	0.462763	0.000000	0.000000	0.000000	0.000000
0.584782	0.508008	0.491992	0.000000	0.000000	0.000000	0.000000
0.611931	0.467939	0.532061	0.000000	0.000000	0.000000	0.000000
0.602244	0.093017	0.906983	0.000000	0.000000	0.000000	0.000000
0.735826	0.054520	0.945480	0.000000	0.000000	0.000000	0.000000
0.684186	0.031470	0.968530	0.000000	0.000000	0.000000	0.000000
0.683635	0.018060	0.981940	0.000000	0.000000	0.000000	0.000000
0.639161	0.010400	0.989600	0.000000	0.000000	0.000000	0.000000
0.628650	0.006094	0.993906	0.000000	0.000000	0.000000	0.000000
0.729337	0.003741	0.996259	0.000000	0.000000	0.000000	0.000000
0.627919	0.002627	0.997373	0.000000	0.000000	0.000000	0.000000
0.589863	0.000000	0.000003	0.580021	0.403810	0.000056	0.016111
0.141212	0.000010	0.000009	0.587637	0.405533	0.000054	0.006757
0.158307	0.000006	0.000005	0.576202	0.415809	0.000063	0.007915
0.093908	0.000648	0.000530	0.464099	0.524651	0.000080	0.009992
0.159781	0.549962	0.450038	0.000000	0.000000	0.000000	0.000000
0.617151	0.551220	0.448780	0.000000	0.000000	0.000000	0.000000
0.604023	0.538765	0.461235	0.000000	0.000000	0.000000	0.000000
0.659317	0.429405	0.570596	0.000000	0.000000	0.000000	0.000000
0.679168	0.095621	0.904379	0.000000	0.000000	0.000000	0.000000
0.667489	0.056116	0.943884	0.000000	0.000000	0.000000	0.000000
0.622897	0.032416	0.967584	0.000000	0.000000	0.000000	0.000000
0.611821	0.018610	0.981390	0.000000	0.000000	0.000000	0.000000
0.656348	0.010720	0.989280	0.000000	0.000000	0.000000	0.000000
0.669217	0.006283	0.993717	0.000000	0.000000	0.000000	0.000000
0.640522	0.003859	0.996141	0.000000	0.000000	0.000000	0.000000
0.652937	0.002715	0.997285	0.000000	0.000000	0.000000	0.000000
0.701918	0.000000	0.000029	0.580005	0.403797	0.000059	0.016110
0.183813	0.000008	0.000006	0.586510	0.406372	0.000056	0.007048
0.155343	0.000497	0.000407	0.573182	0.417654	0.000065	0.008196
0.196391	0.000504	0.000413	0.463997	0.524702	0.000083	0.010302
0.155491	0.549963	0.450037	0.000000	0.000000	0.000000	0.000000
0.629790	0.550065	0.449936	0.000000	0.000000	0.000000	0.000000
0.600134	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.658058	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.663843	0.097146	0.902854	0.000000	0.000000	0.000000	0.000000
0.688049	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.608036	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.673477	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.626530	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.671363	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.604557	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.603543	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.696985	0.000000	0.000004	0.580020	0.403805	0.000060	0.016111
0.143946	0.000003	0.000002	0.585816	0.406906	0.000058	0.007215
0.129283	0.000374	0.000306	0.571892	0.419000	0.000067	0.008361
0.186488	0.000489	0.000400	0.463883	0.524669	0.000084	0.010474
0.150807	0.549963	0.450037	0.000000	0.000000	0.000000	0.000000
0.635993	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.687833	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.659996	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.691049	0.000004	0.000037	0.581062	0.334962	0.068948	0.014989
0.139141	0.000006	0.000005	0.598259	0.363157	0.031685	0.006888
0.143707	0.000369	0.000302	0.593853	0.360291	0.037117	0.008069
0.188206	0.000520	0.000426	0.486367	0.455529	0.046950	0.010207
