signal	P(dit) 	P(dah)	P(spc)	P(chrspc)	P(wrdspc)	P(pause)
0.647455	0.222945	0.777055	0.000000	0.000000	0.000000	0.000000
0.627527	0.138919	0.861081	0.000000	0.000000	0.000000	0.000000
0.634546	0.083339	0.916661	0.000000	0.000000	0.000000	0.000000
0.668624	0.048953	0.951047	0.000000	0.000000	0.000000	0.000000
0.710490	0.028596	0.971404	0.000000	0.000000	0.000000	0.000000
0.680318	0.016931	0.983069	0.000000	0.000000	0.000000	0.000000
0.681050	0.010542	0.989458	0.000000	0.000000	0.000000	0.000000
0.670161	0.007786	0.992214	0.000000	0.000000	0.000000	0.000000
0.763899	0.011597	0.988166	0.000138	0.000096	0.000000	0.000004
0.466083	0.000000	0.000038	0.580032	0.402999	0.000833	0.016097
0.133651	0.000008	0.000007	0.608142	0.381174	0.000531	0.010139
0.146525	0.000126	0.000103	0.543200	0.444136	0.000619	0.011816
0.159035	0.012972	0.010617	0.453234	0.508923	0.000709	0.013546
0.224876	0.003000	0.002484	0.245706	0.728367	0.001037	0.019406
0.138724	0.000631	0.000545	0.155542	0.820234	0.001152	0.021896
0.115362	0.000983	0.000901	0.093951	0.879360	0.001235	0.023572
0.137268	0.002958	0.002506	0.055254	0.913290	0.001294	0.024698
0.170656	0.003111	0.002722	0.032364	0.934691	0.001352	0.025761
0.162853	0.004617	0.004387	0.019175	0.943286	0.001428	0.027106
0.157278	0.009177	0.010397	0.012133	0.937002	0.001600	0.029691
0.155798	0.479347	0.498467	0.000226	0.021035	0.000050	0.000875
0.354350	0.487436	0.512564	0.000000	0.000000	0.000000	0.000000U
0.615275	0.458800	0.541200	0.000000	0.000000	0.000000	0.000000
0.623319	0.382567	0.617433	0.000000	0.000000	0.000000	0.000000
0.583804	0.139813	0.860187	0.000000	0.000000	0.000000	0.000000
0.658442	0.083751	0.916249	0.000000	0.000000	0.000000	0.000000
0.564902	0.048997	0.951003	0.000000	0.000000	0.000000	0.000000
0.646279	0.028352	0.971648	0.000000	0.000000	0.000000	0.000000
0.644146	0.016421	0.983579	0.000000	0.000000	0.000000	0.000000
0.615021	0.009677	0.990323	0.000000	0.000000	0.000000	0.000000
0.611518	0.006000	0.994000	0.000000	0.000000	0.000000	0.000000
0.633639	0.004350	0.995650	0.000000	0.000000	0.000000	0.000000
0.694384	0.010008	0.989982	0.000009	0.000001	0.000000	0.000000
0.519087	0.000008	0.000800	0.933343	0.062694	0.000121	0.003034
0.161235	0.000040	0.000034	0.959299	0.038680	0.000075	0.001872
0.145008	0.000605	0.000495	0.953655	0.043076	0.000084	0.002085
0.159920	0.117878	0.096496	0.737682	0.045644	0.000090	0.002210
0.249174	0.549750	0.450250	0.000000	0.000000	0.000000	0.000000
0.698240	0.537335	0.462665	0.000000	0.000000	0.000000	0.000000
0.673883	0.534807	0.465193	0.000000	0.000000	0.000000	0.000000
0.688905	0.429827	0.570173	0.000000	0.000000	0.000000	0.000000
0.633599	0.123966	0.876034	0.000000	0.000000	0.000000	0.000000
0.666123	0.073735	0.926265	0.000000	0.000000	0.000000	0.000000
0.711069	0.042935	0.957065	0.000000	0.000000	0.000000	0.000000
0.681606	0.024748	0.975252	0.000000	0.000000	0.000000	0.000000
0.588392	0.014291	0.985709	0.000000	0.000000	0.000000	0.000000
0.618202	0.008392	0.991608	0.000000	0.000000	0.000000	0.000000
0.646491	0.005166	0.994834	0.000000	0.000000	0.000000	0.000000
0.606549	0.003664	0.996336	0.000000	0.000000	0.000000	0.000000
0.559953	0.000000	0.000017	0.580013	0.403775	0.000085	0.016110
0.159538	0.000012	0.000010	0.585790	0.406888	0.000084	0.007215
0.155612	0.000170	0.000139	0.572087	0.419143	0.000098	0.008363
0.165188	0.001151	0.000943	0.463306	0.524017	0.000123	0.010461
0.168342	0.008550	0.007003	0.108564	0.858525	0.000202	0.017156
0.159520	0.001572	0.001335	0.065028	0.913548	0.000223	0.018294
0.148807	0.001515	0.001410	0.037745	0.940192	0.000230	0.018908
0.147555	0.006416	0.007452	0.021608	0.945103	0.000244	0.019177
0.196173	0.000891	0.012830	0.015935	0.949997	0.000661	0.019686
0.156821	0.000920	0.018774	0.007236	0.952344	0.000240	0.020486
0.130904	0.013299	0.119358	0.003974	0.843288	0.000233	0.019848
0.195394	0.047256	0.629012	0.001335	0.313014	0.000109	0.009273
0.226328	0.500002	0.499998	0.000000	0.000000	0.000000	0.000000
0.677012	0.487242	0.512758	0.000000	0.000000	0.000000	0.000000M
0.681908	0.458284	0.541716	0.000000	0.000000	0.000000	0.000000
0.615933	0.336891	0.663109	0.000000	0.000000	0.000000	0.000000
0.561694	0.001787	0.021567	0.901604	0.060423	0.011695	0.002924
0.212872	0.000020	0.000033	0.962332	0.030287	0.005863	0.001466
0.131582	0.000045	0.000037	0.957875	0.033851	0.006554	0.001639
0.102973	0.001446	0.001183	0.941155	0.045257	0.008767	0.002192
0.143165	0.549997	0.450003	0.000000	0.000000	0.000000	0.000000
0.609115	0.537245	0.462755	0.000000	0.000000	0.000000	0.000000
0.585996	0.507993	0.492007	0.000000	0.000000	0.000000	0.000000
0.641816	0.460517	0.539483	0.000000	0.000000	0.000000	0.000000
0.623361	0.097146	0.902854	0.000000	0.000000	0.000000	0.000000
0.729811	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.718804	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.639262	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.651654	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.710229	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.658164	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.628069	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.681107	0.000000	0.000004	0.580020	0.403805	0.000060	0.016111
0.153769	0.000003	0.000002	0.585816	0.406906	0.000058	0.007215
0.137416	0.001128	0.000923	0.571108	0.418425	0.000067	0.008349
0.217188	0.000405	0.000332	0.463955	0.524747	0.000085	0.010476
0.153304	0.549962	0.450038	0.000000	0.000000	0.000000	0.000000
0.581710	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.631247	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.682828	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.575350	0.097146	0.902854	0.000000	0.000000	0.000000	0.000000
0.652554	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.648462	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.662640	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.651884	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.656917	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.621574	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.567202	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.636884	0.000001	0.000088	0.579970	0.403771	0.000060	0.016109
0.188682	0.000012	0.000010	0.585806	0.406899	0.000058	0.007216
0.149423	0.000287	0.000235	0.571983	0.419067	0.000067	0.008362
0.172681	0.001863	0.001525	0.462723	0.523357	0.000084	0.010448
0.176072	0.549961	0.450039	0.000000	0.000000	0.000000	0.000000
0.651852	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.627237	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.617426	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.633081	0.000047	0.000436	0.580805	0.334813	0.068917	0.014982
0.160054	0.000011	0.000010	0.598253	0.363152	0.031686	0.006888
0.134708	0.000127	0.000104	0.594114	0.360449	0.037133	0.008073
0.143678	0.000332	0.000272	0.486533	0.455685	0.046966	0.010210
0.122915	0.013567	0.011105	0.116505	0.762994	0.078717	0.017113
0.160140	0.007056	0.005998	0.070043	0.814401	0.084197	0.018305
0.178267	0.009562	0.009134	0.040729	0.835019	0.086705	0.018851
0.168160	0.007587	0.010013	0.024607	0.849398	0.089036	0.019359
0.135838	0.000408	0.011928	0.020026	0.855991	0.091705	0.019941
0.124258	0.001980	0.032873	0.007734	0.843413	0.093637	0.020363
0.155127	0.018881	0.229373	0.003737	0.651652	0.079143	0.017214
0.208377	0.010589	0.523341	0.002485	0.390907	0.059692	0.012986
0.163220	0.499909	0.500091	0.000000	0.000000	0.000000	0.000000
0.641315	0.487241	0.512759	0.000000	0.000000	0.000000	0.000000P
0.665773	0.458284	0.541716	0.000000	0.000000	0.000000	0.000000
0.626157	0.336891	0.663109	0.000000	0.000000	0.000000	0.000000
0.686098	0.000028	0.000332	0.922831	0.061846	0.011970	0.002993
0.149146	0.000274	0.000230	0.961938	0.030241	0.005854	0.001463
0.201808	0.001017	0.000833	0.956180	0.033792	0.006543	0.001636
0.189982	0.008597	0.007043	0.928873	0.044671	0.008653	0.002163
0.198714	0.048322	0.039642	0.618732	0.236083	0.045779	0.011443
0.153144	0.157435	0.104816	0.400323	0.271486	0.052755	0.013185
0.226329	0.153226	0.087185	0.307276	0.363586	0.071014	0.017713
0.155516	0.205139	0.182538	0.178003	0.348488	0.068723	0.017109
0.166397	0.004741	0.515418	0.159073	0.256445	0.051787	0.012536
0.191164	0.004158	0.699145	0.077661	0.176980	0.033642	0.008413
0.139282	0.003188	0.852597	0.024483	0.093252	0.021183	0.005298
0.142815	0.002899	0.918291	0.012796	0.049061	0.013561	0.003392
0.132082	0.484964	0.515036	0.000000	0.000000	0.000000	0.000000E
0.580367	0.487157	0.512843	0.000000	0.000000	0.000000	0.000000
0.568443	0.410163	0.589837	0.000000	0.000000	0.000000	0.000000
0.677969	0.336891	0.663109	0.000000	0.000000	0.000000	0.000000
0.651221	0.076521	0.923478	0.000000	0.000000	0.000000	0.000000
0.682273	0.044523	0.955477	0.000000	0.000000	0.000000	0.000000
0.616546	0.025588	0.974412	0.000000	0.000000	0.000000	0.000000
0.671667	0.014648	0.985352	0.000000	0.000000	0.000000	0.000000
0.678473	0.008424	0.991576	0.000000	0.000000	0.000000	0.000000
0.676266	0.004931	0.995069	0.000000	0.000000	0.000000	0.000000
0.637942	0.003021	0.996979	0.000000	0.000000	0.000000	0.000000
0.618039	0.002103	0.997897	0.000000	0.000000	0.000000	0.000000
0.734224	0.000000	0.000009	0.934218	0.062754	0.000010	0.003009
0.149375	0.000013	0.000011	0.972913	0.025804	0.000011	0.001249
0.156655	0.000888	0.000727	0.966152	0.030733	0.000013	0.001488
0.198430	0.000677	0.000555	0.955495	0.041257	0.000018	0.001998
0.147229	0.549998	0.450002	0.000000	0.000000	0.000000	0.000000
0.670798	0.537237	0.462763	0.000000	0.000000	0.000000	0.000000
0.631576	0.508008	0.491992	0.000000	0.000000	0.000000	0.000000
0.624451	0.467900	0.532100	0.000000	0.000000	0.000000	0.000000
0.539204	0.002986	0.029024	0.562485	0.324252	0.066744	0.014510
0.231256	0.000035	0.000100	0.598779	0.363430	0.030932	0.006724
0.146284	0.000343	0.000284	0.595457	0.359497	0.036486	0.007932
0.161040	0.001851	0.001516	0.485641	0.454775	0.046178	0.010039
0.161943	0.549969	0.450031	0.000000	0.000000	0.000000	0.000000
0.675103	0.549999	0.450001	0.000000	0.000000	0.000000	0.000000
0.662590	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.644345	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.640027	0.001029	0.009561	0.574932	0.331428	0.068220	0.014830
0.226781	0.000008	0.000015	0.598239	0.363131	0.031713	0.006894
0.138521	0.000155	0.000127	0.594083	0.360431	0.037131	0.008072
0.159238	0.000207	0.000170	0.486644	0.455789	0.046977	0.010213
0.121447	0.005950	0.004870	0.118158	0.773831	0.079835	0.017356
0.146860	0.001621	0.001372	0.070697	0.822761	0.085057	0.018492
0.151619	0.002681	0.002477	0.041042	0.846777	0.087910	0.019113
0.166150	0.002087	0.002630	0.023883	0.861535	0.090245	0.019622
0.138714	0.000498	0.004438	0.015167	0.867155	0.092606	0.020136
0.139252	0.000562	0.005604	0.007954	0.868489	0.096422	0.020968
0.117456	0.009593	0.037553	0.004658	0.826045	0.100329	0.021822
0.187491	0.023793	0.162816	0.002944	0.683248	0.104471	0.022727
0.182633	0.057665	0.542775	0.006170	0.165861	0.186837	0.040693
0.134251	0.012017	0.784954	0.007869	0.060719	0.110269	0.024172
0.150996	0.009388	0.902660	0.015751	0.022048	0.040854	0.009298
0.161674	0.006032	0.814246	0.082652	0.058572	0.029857	0.008640
0.116339	0.005527	0.004523	0.566557	0.384278	0.020054	0.019063
0.194670	0.032592	0.026804	0.526671	0.386153	0.020931	0.006848
0.132602	0.125097	0.103292	0.430635	0.315481	0.019197	0.006297
0.174136	0.299606	0.235219	0.224266	0.222783	0.013655	0.004471
0.171567	0.356753	0.307962	0.050875	0.261541	0.017376	0.005493
0.085030	0.360225	0.427512	0.042230	0.154489	0.011991	0.003554
0.165328	0.238966	0.587747	0.061059	0.098631	0.010784	0.002812
0.153461	0.155490	0.710727	0.056079	0.067635	0.008026	0.002043
0.126063	0.051378	0.925447	0.011883	0.009435	0.001497	0.000360
0.241883	0.012397	0.975627	0.006752	0.004600	0.000487	0.000138
0.129472	0.007414	0.987546	0.002916	0.001962	0.000100	0.000062
0.197004	0.004602	0.976499	0.010965	0.007555	0.000101	0.000278
0.150616	0.002937	0.981474	0.009033	0.006283	0.000026	0.000247
0.214595	0.002327	0.828457	0.098135	0.068329	0.000028	0.002724
0.182474	0.004558	0.686966	0.181533	0.122039	0.000035	0.004869
0.171655	0.008400	0.600675	0.228995	0.156494	0.000044	0.005392
0.162993	0.025389	0.382288	0.347602	0.236800	0.000050	0.007870
0.195176	0.022799	0.380887	0.338159	0.253139	0.000144	0.004871
0.125288	0.049794	0.579141	0.210214	0.157834	0.000115	0.002902
0.176661	0.041376	0.561025	0.213352	0.180264	0.000170	0.003813
0.136524	0.062896	0.610427	0.167523	0.155851	0.000156	0.003147
0.152653	0.055667	0.750474	0.103424	0.088405	0.000116	0.001913
0.193234	0.051825	0.774034	0.100928	0.070764	0.000119	0.002330
0.175101	0.054569	0.766253	0.107121	0.068913	0.000386	0.002758
0.167319	0.007756	0.991371	0.000521	0.000328	0.000010	0.000013
0.477990	0.057650	0.942350	0.000001	0.000000	0.000000	0.000000
0.675846	0.295252	0.704748	0.000000	0.000000	0.000000	0.000000
0.651788	0.606074	0.393926	0.000000	0.000000	0.000000	0.000000
0.672476	0.754040	0.245960	0.000000	0.000000	0.000000	0.000000
0.657825	0.842140	0.157860	0.000000	0.000000	0.000000	0.000000
0.670670	0.895774	0.104226	0.000000	0.000000	0.000000	0.000000
0.685335	0.915118	0.084882	0.000000	0.000000	0.000000	0.000000
0.639392	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.607333	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.671164	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.681606	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.664289	0.997976	0.000000	0.001176	0.000678	0.000140	0.000030
0.392974	0.000245	0.000000	0.581133	0.334698	0.068938	0.014986
0.115902	0.000178	0.000144	0.622537	0.323119	0.044376	0.009647
0.165331	0.000064	0.000052	0.558507	0.378146	0.051940	0.011292
0.094954	0.548289	0.448611	0.001486	0.001382	0.000190	0.000041
0.409456	0.537863	0.462137	0.000000	0.000000	0.000000	0.000000
0.615055	0.547872	0.452128	0.000000	0.000000	0.000000	0.000000
0.585473	0.431140	0.568860	0.000000	0.000000	0.000000	0.000000
0.558243	0.222945	0.777055	0.000000	0.000000	0.000000	0.000000
0.726545	0.138919	0.861081	0.000000	0.000000	0.000000	0.000000
0.669951	0.083339	0.916661	0.000000	0.000000	0.000000	0.000000
0.632233	0.048953	0.951047	0.000000	0.000000	0.000000	0.000000
0.613205	0.028596	0.971404	0.000000	0.000000	0.000000	0.000000
0.606830	0.016931	0.983069	0.000000	0.000000	0.000000	0.000000
0.672551	0.010542	0.989458	0.000000	0.000000	0.000000	0.000000
0.631069	0.007786	0.992214	0.000000	0.000000	0.000000	0.000000
0.599771	0.009818	0.836624	0.089067	0.061975	0.000042	0.002473
0.341491	0.000007	0.000441	0.593682	0.389543	0.000770	0.015557
0.138658	0.000141	0.000118	0.598376	0.391960	0.000468	0.008938
0.164975	0.000271	0.000222	0.602192	0.386494	0.000538	0.010282
0.135044	0.423686	0.346715	0.115439	0.111050	0.000155	0.002956
0.314220	0.542108	0.457892	0.000000	0.000000	0.000000	0.000000
0.626758	0.516615	0.483385	0.000000	0.000000	0.000000	0.000000
0.598733	0.490099	0.509901	0.000000	0.000000	0.000000	0.000000
0.664018	0.306980	0.693020	0.000000	0.000000	0.000000	0.000000
0.577668	0.103465	0.896535	0.000000	0.000000	0.000000	0.000000
0.549280	0.059727	0.940273	0.000000	0.000000	0.000000	0.000000
0.622701	0.033829	0.966171	0.000000	0.000000	0.000000	0.000000
0.634339	0.019973	0.980027	0.000000	0.000000	0.000000	0.000000
0.552936	0.010786	0.989214	0.000000	0.000000	0.000000	0.000000
0.757441	0.006431	0.993569	0.000000	0.000000	0.000000	0.000000
0.650697	0.004311	0.995689	0.000000	0.000000	0.000000	0.000000
0.662858	0.005681	0.994281	0.000022	0.000015	0.000000	0.000001
0.479816	0.000003	0.000301	0.579847	0.403583	0.000161	0.016104
0.168649	0.000441	0.000372	0.572136	0.419493	0.000119	0.007440
0.210970	0.001059	0.000867	0.571142	0.418450	0.000133	0.008350
0.190447	0.001364	0.001118	0.463106	0.523787	0.000168	0.010457
0.156548	0.006537	0.005354	0.108961	0.861653	0.000276	0.017219
0.136732	0.005201	0.004388	0.064572	0.907373	0.000296	0.018170
0.179182	0.004343	0.004100	0.037637	0.934799	0.000321	0.018801
0.155017	0.005197	0.006615	0.022022	0.946583	0.000371	0.019212
0.150582	0.007780	0.056332	0.015527	0.900931	0.000755	0.018675
0.213234	0.005090	0.154273	0.006283	0.816506	0.000285	0.017564
0.169087	0.007877	0.383634	0.003142	0.591203	0.000233	0.013911
0.165241	0.043567	0.932108	0.000198	0.023420	0.000014	0.000692
0.289887	0.494624	0.505376	0.000000	0.000000	0.000000	0.000000M
0.682423	0.487157	0.512843	0.000000	0.000000	0.000000	0.000000
0.658039	0.410163	0.589837	0.000000	0.000000	0.000000	0.000000
0.680182	0.336891	0.663109	0.000000	0.000000	0.000000	0.000000
0.546696	0.000006	0.000074	0.923090	0.061863	0.011974	0.002993
0.109842	0.000014	0.000012	0.962398	0.030255	0.005856	0.001464
0.129986	0.000547	0.000448	0.957000	0.033820	0.006548	0.001637
0.167170	0.004886	0.004000	0.935248	0.044975	0.008712	0.002178
0.176967	0.549996	0.450004	0.000000	0.000000	0.000000	0.000000
0.656643	0.537246	0.462754	0.000000	0.000000	0.000000	0.000000
0.669750	0.507993	0.492007	0.000000	0.000000	0.000000	0.000000
0.554413	0.460517	0.539483	0.000000	0.000000	0.000000	0.000000
0.570471	0.000019	0.000174	0.580974	0.334911	0.068937	0.014986
0.130036	0.000143	0.000122	0.598107	0.363064	0.031678	0.006887
0.178997	0.000800	0.000654	0.593387	0.360009	0.037088	0.008063
0.177012	0.061253	0.050166	0.432586	0.405157	0.041759	0.009078
0.247771	0.549878	0.450122	0.000000	0.000000	0.000000	0.000000
0.682460	0.549283	0.450717	0.000000	0.000000	0.000000	0.000000
0.617656	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.610489	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.546083	0.000113	0.001048	0.580411	0.334586	0.068870	0.014972
0.162842	0.000080	0.000077	0.598170	0.363102	0.031684	0.006888
0.164646	0.002545	0.002079	0.591503	0.358866	0.036970	0.008037
0.203225	0.002853	0.002343	0.484301	0.453588	0.046751	0.010164
0.166783	0.549963	0.450037	0.000000	0.000000	0.000000	0.000000
0.592900	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.603656	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.593820	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.621486	0.097146	0.902854	0.000000	0.000000	0.000000	0.000000
0.648416	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.575110	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.648336	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.636592	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.575748	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.603732	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.509703	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.590718	0.000001	0.000054	0.579991	0.403785	0.000060	0.016110
0.156448	0.000015	0.000013	0.585802	0.406896	0.000058	0.007216
0.131559	0.003857	0.003156	0.568268	0.416345	0.000066	0.008308
0.212522	0.001774	0.001457	0.462802	0.523431	0.000087	0.010450
0.153653	0.042166	0.034532	0.101832	0.805249	0.000130	0.016092
0.182130	0.009250	0.007922	0.064381	0.900226	0.000190	0.018031
0.157979	0.007223	0.006939	0.037755	0.929178	0.000212	0.018693
0.139978	0.003156	0.004134	0.022625	0.950504	0.000281	0.019299
0.103089	0.000904	0.007734	0.015098	0.955987	0.000480	0.019797
0.137501	0.001509	0.012961	0.007268	0.957501	0.000165	0.020597
0.128888	0.011555	0.059697	0.004242	0.903082	0.000170	0.021255
0.173365	0.026357	0.206663	0.002794	0.742020	0.000176	0.021989
0.167362	0.500074	0.499926	0.000000	0.000000	0.000000	0.000000
0.703339	0.487242	0.512758	0.000000	0.000000	0.000000	0.000000V
0.603705	0.458284	0.541716	0.000000	0.000000	0.000000	0.000000
0.651874	0.336891	0.663109	0.000000	0.000000	0.000000	0.000000
0.622461	0.000006	0.000066	0.923097	0.061864	0.011974	0.002993
0.109898	0.000068	0.000056	0.962303	0.030252	0.005856	0.001464
0.165420	0.001198	0.000981	0.955866	0.033780	0.006540	0.001635
0.186859	0.009347	0.007658	0.927583	0.044610	0.008641	0.002160
0.194357	0.055385	0.045434	0.610006	0.232758	0.045134	0.011282
0.150219	0.083680	0.054680	0.467557	0.317071	0.061613	0.015398
0.196312	0.105142	0.069669	0.331945	0.396504	0.077405	0.019335
0.161862	0.077851	0.069251	0.243723	0.488805	0.096351	0.024019
0.123295	0.004049	0.156097	0.196791	0.514097	0.103382	0.025584
0.153111	0.005974	0.329726	0.089579	0.458083	0.093303	0.023334
0.147220	0.009146	0.706324	0.028005	0.199488	0.045625	0.011412
0.178764	0.006031	0.928204	0.005761	0.044308	0.012555	0.003141
0.182664	0.499319	0.500681	0.000000	0.000000	0.000000	0.000000E
0.650900	0.487157	0.512843	0.000000	0.000000	0.000000	0.000000
0.673904	0.410163	0.589837	0.000000	0.000000	0.000000	0.000000
0.685941	0.336891	0.663109	0.000000	0.000000	0.000000	0.000000
0.556108	0.000019	0.000232	0.922932	0.061853	0.011971	0.002993
0.133215	0.000027	0.000022	0.962376	0.030255	0.005856	0.001464
0.145183	0.000108	0.000089	0.957765	0.033847	0.006553	0.001638
0.129835	0.000284	0.000232	0.943149	0.045353	0.008785	0.002196
0.103516	0.549998	0.450002	0.000000	0.000000	0.000000	0.000000
0.657585	0.537246	0.462755	0.000000	0.000000	0.000000	0.000000
0.701643	0.507993	0.492007	0.000000	0.000000	0.000000	0.000000
0.582915	0.460517	0.539483	0.000000	0.000000	0.000000	0.000000
0.629326	0.097146	0.902853	0.000000	0.000000	0.000000	0.000000
0.556565	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.590853	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.650312	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.663152	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.597329	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.612821	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.650690	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.620724	0.000000	0.000005	0.580019	0.403805	0.000060	0.016111
0.136795	0.000008	0.000007	0.585810	0.406902	0.000058	0.007215
0.139405	0.000539	0.000441	0.571720	0.418874	0.000067	0.008358
0.183800	0.001371	0.001123	0.463139	0.523827	0.000084	0.010457
0.165384	0.549961	0.450039	0.000000	0.000000	0.000000	0.000000
0.621999	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.665211	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.671074	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.604328	0.000006	0.000051	0.581052	0.334956	0.068946	0.014988
0.124829	0.000075	0.000062	0.598183	0.363111	0.031681	0.006887
0.179835	0.000803	0.000657	0.593384	0.360006	0.037088	0.008063
0.190226	0.000999	0.000819	0.485944	0.455131	0.046910	0.010198
0.154799	0.009238	0.007565	0.117451	0.769144	0.079352	0.017251
0.152349	0.002813	0.002387	0.070565	0.820916	0.084868	0.018451
0.157766	0.005234	0.004898	0.040891	0.842491	0.087469	0.019017
0.172793	0.003420	0.004438	0.024137	0.858502	0.089947	0.019557
0.130706	0.000192	0.003321	0.016437	0.867211	0.092685	0.020154
0.100149	0.000883	0.006278	0.007943	0.867622	0.096325	0.020948
0.130196	0.004353	0.021067	0.004767	0.844877	0.102616	0.022319
0.155875	0.025436	0.110694	0.003013	0.725740	0.110975	0.024143
0.181358	0.053604	0.344689	0.007028	0.250007	0.283047	0.061625
0.111573	0.012630	0.489848	0.009499	0.147019	0.279900	0.061105
0.121209	0.011187	0.625812	0.021473	0.076871	0.216890	0.047767
0.123173	0.012991	0.841744	0.027433	0.029137	0.072268	0.016428
0.183986	0.001081	0.040470	0.527324	0.360973	0.045926	0.024226
0.165522	0.069657	0.263790	0.377344	0.245890	0.035542	0.007777
0.201735	0.096515	0.582053	0.172905	0.126312	0.018218	0.003997
0.182422	0.087061	0.770831	0.066924	0.063934	0.009219	0.002031
0.150974	0.070934	0.871255	0.012501	0.038453	0.005614	0.001242
0.133392	0.000121	0.981518	0.010613	0.006041	0.001398	0.000309
0.204269	0.000114	0.972362	0.024687	0.002500	0.000247	0.000091
0.164046	0.000370	0.920618	0.073645	0.005052	0.000093	0.000223
0.155372	0.002294	0.154240	0.787749	0.053100	0.000054	0.002563
0.173004	0.066435	0.545113	0.375471	0.012373	0.000028	0.000581
0.197883	0.047878	0.788110	0.154686	0.008910	0.000032	0.000385
0.162712	0.039039	0.891257	0.055869	0.013224	0.000063	0.000548
0.155097	0.033926	0.848946	0.067635	0.047358	0.000241	0.001895
0.127772	0.005290	0.004328	0.577667	0.395673	0.001230	0.015812
0.205223	0.089441	0.073559	0.479048	0.351237	0.000487	0.006229
0.198068	0.234341	0.123729	0.348961	0.287312	0.000544	0.005113
0.179446	0.298560	0.160544	0.254834	0.279082	0.001839	0.005141
0.117141	0.497106	0.365367	0.029025	0.104038	0.002329	0.002136
0.181171	0.331660	0.474370	0.085742	0.095108	0.010047	0.003073
0.159354	0.263466	0.637217	0.050132	0.042748	0.005153	0.001285
0.166814	0.188041	0.755028	0.031720	0.020538	0.003780	0.000892
0.149815	0.024057	0.873095	0.059420	0.034980	0.006926	0.001522
0.135876	0.015174	0.964788	0.011524	0.007142	0.001107	0.000265
0.142783	0.009386	0.980655	0.005679	0.003829	0.000310	0.000140
0.177206	0.007864	0.992086	0.000029	0.000020	0.000000	0.000001
0.494618	0.006829	0.993171	0.000000	0.000000	0.000000	0.000000
0.714937	0.010226	0.989773	0.000001	0.000001	0.000000	0.000000
0.627254	0.007864	0.992135	0.000001	0.000000	0.000000	0.000000
0.572712	0.005548	0.994452	0.000000	0.000000	0.000000	0.000000
0.620062	0.999999	0.000000	0.000001	0.000000	0.000000	0.000000
0.713562	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.657744	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
